fecha_local,fecha_utc,latitud,longitud,profundidad,magnitud,region,maps_link,rango_profundidad,categoria
2025-03-06 01:54:0434 km al E de Tacna,2025-03-06 04:54:04,-17.924,-69.945,137.0,2.9,Arica y Parinacota,"https://www.google.com/maps?q=-17.924,-69.945",100–200 km,Leve
2025-03-05 22:59:0842 km al NE de Calama,2025-03-06 01:59:08,-22.257,-68.594,98.0,3.9,Antofagasta,"https://www.google.com/maps?q=-22.257,-68.594",60–100 km,Moderado
2025-03-05 20:36:3438 km al NE de Calama,2025-03-05 23:36:34,-22.24,-68.655,111.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.24,-68.655",100–200 km,Leve
2025-03-05 16:44:2551 km al SO de OllagÃ¼e,2025-03-05 19:44:25,-21.642,-68.449,121.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.642,-68.449",100–200 km,Leve
2025-03-05 12:10:1339 km al SO de OllagÃ¼e,2025-03-05 15:10:13,-21.521,-68.449,105.0,3.5,Antofagasta,"https://www.google.com/maps?q=-21.521,-68.449",100–200 km,Leve
2025-03-05 11:10:4919 km al N de La Higuera,2025-03-05 14:10:49,-29.339,-71.176,64.0,4.3,Coquimbo,"https://www.google.com/maps?q=-29.339,-71.176",60–100 km,Moderado
2025-03-05 10:53:3484 km al NE de Socaire,2025-03-05 13:53:34,-23.066,-67.297,249.0,4.0,Antofagasta,"https://www.google.com/maps?q=-23.066,-67.297",200–500 km,Moderado
2025-03-05 07:39:1818 km al S de Canela Baja,2025-03-05 10:39:18,-31.557,-71.465,45.0,2.8,Coquimbo,"https://www.google.com/maps?q=-31.557,-71.465",30–60 km,Leve
2025-03-05 07:01:5815 km al S de Canela Baja,2025-03-05 10:01:58,-31.529,-71.445,54.0,4.9,Coquimbo,"https://www.google.com/maps?q=-31.529,-71.445",30–60 km,Moderado
2025-03-05 05:12:13104 km al O de Mejillones,2025-03-05 08:12:13,-23.301,-71.443,30.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.301,-71.443",10–30 km,Leve
2025-03-05 04:42:2935 km al S de Calama,2025-03-05 07:42:29,-22.78,-68.861,103.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.78,-68.861",100–200 km,Leve
2025-03-05 01:22:2233 km al E de Navidad,2025-03-05 04:22:22,-34.015,-71.485,42.0,2.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-34.015,-71.485",30–60 km,Leve
2025-03-05 01:06:0027 km al N de Iquique,2025-03-05 04:06:00,-19.967,-70.144,45.0,4.2,Tarapacá,"https://www.google.com/maps?q=-19.967,-70.144",30–60 km,Moderado
2025-03-05 01:02:06122 km al NO de Punta de Choros,2025-03-05 04:02:06,-28.612,-72.492,29.0,3.4,Atacama,"https://www.google.com/maps?q=-28.612,-72.492",10–30 km,Leve
2025-03-04 22:53:2224 km al NE de Parque Fray Jorge,2025-03-05 01:53:22,-30.477,-71.556,28.0,2.9,Coquimbo,"https://www.google.com/maps?q=-30.477,-71.556",10–30 km,Leve
2025-03-04 21:21:0025 km al S de Mina La Escondida,2025-03-05 00:21:00,-24.492,-69.056,99.0,4.4,Antofagasta,"https://www.google.com/maps?q=-24.492,-69.056",60–100 km,Moderado
2025-03-04 20:38:0854 km al SE de CamiÃ±a,2025-03-04 23:38:08,-19.616,-69.029,113.0,3.0,Tarapacá,"https://www.google.com/maps?q=-19.616,-69.029",100–200 km,Leve
2025-03-04 16:42:2968 km al E de Paposo,2025-03-04 19:42:29,-24.958,-69.792,76.0,3.2,Antofagasta,"https://www.google.com/maps?q=-24.958,-69.792",60–100 km,Leve
2025-03-04 16:33:2298 km al SE de Colchane,2025-03-04 19:33:22,-20.042,-68.169,178.0,3.6,Tarapacá,"https://www.google.com/maps?q=-20.042,-68.169",100–200 km,Moderado
2025-03-04 13:09:5380 km al O de Cobquecura,2025-03-04 16:09:53,-35.93,-73.644,37.0,2.6,Maule,"https://www.google.com/maps?q=-35.93,-73.644",30–60 km,Leve
2025-03-04 12:43:547 km al SE de Calama,2025-03-04 15:43:54,-22.497,-68.865,127.0,3.0,Antofagasta,"https://www.google.com/maps?q=-22.497,-68.865",100–200 km,Leve
2025-03-04 12:11:2947 km al S de Mina Collahuasi,2025-03-04 15:11:29,-21.246,-68.707,113.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.246,-68.707",100–200 km,Leve
2025-03-04 12:01:5579 km al E de Alto del Carmen,2025-03-04 15:01:55,-28.496,-69.73,111.0,2.8,Atacama,"https://www.google.com/maps?q=-28.496,-69.73",100–200 km,Leve
2025-03-04 11:14:3322 km al SO de OllagÃ¼e,2025-03-04 14:14:33,-21.37,-68.401,136.0,3.6,Antofagasta,"https://www.google.com/maps?q=-21.37,-68.401",100–200 km,Moderado
2025-03-04 11:11:5699 km al NE de Socaire,2025-03-04 14:11:56,-22.962,-67.201,273.0,3.8,Antofagasta,"https://www.google.com/maps?q=-22.962,-67.201",200–500 km,Moderado
2025-03-04 11:11:2937 km al NO de San Pedro de Atacama,2025-03-04 14:11:29,-22.699,-68.471,112.0,3.1,Antofagasta,"https://www.google.com/maps?q=-22.699,-68.471",100–200 km,Leve
2025-03-04 09:37:2237 km al NE de Cuya,2025-03-04 12:37:22,-18.901,-69.959,81.0,2.6,Arica y Parinacota,"https://www.google.com/maps?q=-18.901,-69.959",60–100 km,Leve
2025-03-04 09:34:1185 km al E de Linares,2025-03-04 12:34:11,-35.734,-70.663,138.0,2.9,Maule,"https://www.google.com/maps?q=-35.734,-70.663",100–200 km,Leve
2025-03-04 08:10:4443 km al SO de Mina Collahuasi,2025-03-04 11:10:44,-21.047,-68.998,106.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.047,-68.998",100–200 km,Leve
2025-03-04 07:58:2676 km al S de Socaire,2025-03-04 10:58:26,-24.243,-67.666,240.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.243,-67.666",200–500 km,Leve
2025-03-04 07:50:0818 km al S de Calama,2025-03-04 10:50:08,-22.624,-68.992,101.0,3.5,Antofagasta,"https://www.google.com/maps?q=-22.624,-68.992",100–200 km,Leve
2025-03-04 07:03:4529 km al O de Quintero,2025-03-04 10:03:45,-32.674,-71.806,21.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.674,-71.806",10–30 km,Leve
2025-03-04 05:28:2144 km al N de Punta de Choros,2025-03-04 08:28:21,-28.853,-71.404,42.0,3.7,Atacama,"https://www.google.com/maps?q=-28.853,-71.404",30–60 km,Moderado
2025-03-04 04:54:1626 km al NE de Antofagasta,2025-03-04 07:54:16,-23.518,-70.175,47.0,3.2,Antofagasta,"https://www.google.com/maps?q=-23.518,-70.175",30–60 km,Leve
2025-03-04 02:59:4338 km al SE de Pica,2025-03-04 05:59:43,-20.643,-69.002,98.0,3.4,Tarapacá,"https://www.google.com/maps?q=-20.643,-69.002",60–100 km,Leve
2025-03-04 02:56:129 km al E de Parque Fray Jorge,2025-03-04 05:56:12,-30.626,-71.594,23.0,2.8,Coquimbo,"https://www.google.com/maps?q=-30.626,-71.594",10–30 km,Leve
2025-03-04 02:10:5363 km al SE de Socaire,2025-03-04 05:10:53,-24.073,-67.562,230.0,3.5,Antofagasta,"https://www.google.com/maps?q=-24.073,-67.562",200–500 km,Leve
2025-03-04 00:37:3733 km al SE de Valdivia,2025-03-04 03:37:37,-40.04,-72.999,50.0,2.8,La Araucanía,"https://www.google.com/maps?q=-40.04,-72.999",30–60 km,Leve
2025-03-04 00:32:1340 km al E de El Salvador,2025-03-04 03:32:13,-26.145,-69.245,110.0,3.1,Atacama,"https://www.google.com/maps?q=-26.145,-69.245",100–200 km,Leve
2025-03-03 22:00:3130 km al NE de Quillota,2025-03-04 01:00:31,-32.741,-70.968,65.0,3.1,Valparaíso,"https://www.google.com/maps?q=-32.741,-70.968",60–100 km,Leve
2025-03-03 20:28:4142 km al SO de Mina Collahuasi,2025-03-03 23:28:41,-21.093,-68.941,109.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.093,-68.941",100–200 km,Leve
2025-03-03 19:48:0374 km al S de OllagÃ¼e,2025-03-03 22:48:03,-21.866,-68.454,133.0,3.2,Antofagasta,"https://www.google.com/maps?q=-21.866,-68.454",100–200 km,Leve
2025-03-03 16:46:5775 km al NE de Socaire,2025-03-03 19:46:57,-23.136,-67.347,271.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.136,-67.347",200–500 km,Leve
2025-03-03 16:16:4360 km al O de Navidad,2025-03-03 19:16:43,-33.905,-72.482,37.0,4.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.905,-72.482",30–60 km,Moderado
2025-03-03 10:21:0530 km al NO de OllagÃ¼e,2025-03-03 13:21:05,-21.115,-68.517,138.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.115,-68.517",100–200 km,Leve
2025-03-03 08:03:2458 km al SE de Socaire,2025-03-03 11:03:24,-24.042,-67.606,249.0,3.3,Antofagasta,"https://www.google.com/maps?q=-24.042,-67.606",200–500 km,Leve
2025-03-03 06:06:5353 km al O de Socaire,2025-03-03 09:06:53,-23.529,-68.406,125.0,3.0,Antofagasta,"https://www.google.com/maps?q=-23.529,-68.406",100–200 km,Leve
2025-03-03 02:18:1635 km al NO de Futrono,2025-03-03 05:18:16,-39.966,-72.743,66.0,2.8,La Araucanía,"https://www.google.com/maps?q=-39.966,-72.743",60–100 km,Leve
2025-03-03 01:40:36102 km al E de San Pedro de Atacama,2025-03-03 04:40:36,-22.844,-67.208,226.0,4.4,Antofagasta,"https://www.google.com/maps?q=-22.844,-67.208",200–500 km,Moderado
2025-03-03 00:56:0577 km al NE de Calama,2025-03-03 03:56:05,-21.837,-68.624,128.0,3.5,Antofagasta,"https://www.google.com/maps?q=-21.837,-68.624",100–200 km,Leve
2025-03-02 23:45:2331 km al O de Patache,2025-03-03 02:45:23,-20.764,-70.5,52.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.764,-70.5",30–60 km,Leve
2025-03-02 23:24:0635 km al SO de Pica,2025-03-03 02:24:06,-20.622,-69.634,42.0,3.6,Tarapacá,"https://www.google.com/maps?q=-20.622,-69.634",30–60 km,Moderado
2025-03-02 22:22:3359 km al NE de San Pedro de Atacama,2025-03-03 01:22:33,-22.441,-67.955,208.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.441,-67.955",200–500 km,Leve
2025-03-02 21:53:1410 km al O de Andacollo,2025-03-03 00:53:14,-30.217,-71.184,72.0,2.9,Coquimbo,"https://www.google.com/maps?q=-30.217,-71.184",60–100 km,Leve
2025-03-02 20:35:5852 km al SO de MarÃ­a Elena,2025-03-02 23:35:58,-22.741,-69.925,48.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.741,-69.925",30–60 km,Leve
2025-03-02 19:23:1835 km al SO de Pica,2025-03-02 22:23:18,-20.69,-69.593,91.0,4.6,Tarapacá,"https://www.google.com/maps?q=-20.69,-69.593",60–100 km,Moderado
2025-03-02 16:14:2741 km al SO de OllagÃ¼e,2025-03-02 19:14:27,-21.457,-68.559,138.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.457,-68.559",100–200 km,Leve
2025-03-02 15:55:5920 km al NO de OllagÃ¼e,2025-03-02 18:55:59,-21.088,-68.375,141.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.088,-68.375",100–200 km,Leve
2025-03-02 15:38:0550 km al SO de Colchane,2025-03-02 18:38:05,-19.568,-69.007,110.0,2.8,Tarapacá,"https://www.google.com/maps?q=-19.568,-69.007",100–200 km,Leve
2025-03-02 15:18:2664 km al SE de Socaire,2025-03-02 18:18:26,-24.109,-67.617,253.0,2.9,Antofagasta,"https://www.google.com/maps?q=-24.109,-67.617",200–500 km,Leve
2025-03-02 15:02:2469 km al SE de Socaire,2025-03-02 18:02:24,-24.164,-67.644,232.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.164,-67.644",200–500 km,Leve
2025-03-02 13:07:5359 km al O de Puerto Aguirre,2025-03-02 16:07:53,-45.227,-74.275,7.0,2.8,Aysén del General Carlos Ibáñez del Campo,"https://www.google.com/maps?q=-45.227,-74.275",<10 km,Leve
2025-03-02 12:41:3039 km al NE de Pica,2025-03-02 15:41:30,-20.224,-69.085,102.0,2.9,Tarapacá,"https://www.google.com/maps?q=-20.224,-69.085",100–200 km,Leve
2025-03-02 11:22:0837 km al N de Vallenar,2025-03-02 14:22:08,-28.257,-70.628,51.0,3.8,Atacama,"https://www.google.com/maps?q=-28.257,-70.628",30–60 km,Moderado
2025-03-02 11:11:1584 km al E de Mina La Escondida,2025-03-02 14:11:15,-24.479,-68.262,169.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.479,-68.262",100–200 km,Leve
2025-03-02 10:36:1026 km al O de Mina Collahuasi,2025-03-02 13:36:10,-20.745,-68.888,92.0,3.5,Tarapacá,"https://www.google.com/maps?q=-20.745,-68.888",60–100 km,Leve
2025-03-02 10:00:2850 km al E de OllagÃ¼e,2025-03-02 13:00:28,-21.163,-67.771,205.0,3.6,Tarapacá,"https://www.google.com/maps?q=-21.163,-67.771",200–500 km,Moderado
2025-03-02 09:34:4112 km al NO de Lebu,2025-03-02 12:34:41,-37.51,-73.701,33.0,3.0,Biobío,"https://www.google.com/maps?q=-37.51,-73.701",30–60 km,Leve
2025-03-02 09:31:3718 km al SO de Huasco,2025-03-02 12:31:37,-28.609,-71.304,48.0,3.1,Atacama,"https://www.google.com/maps?q=-28.609,-71.304",30–60 km,Leve
2025-03-02 08:56:0627 km al O de Puerto Montt,2025-03-02 11:56:06,-41.413,-73.255,57.0,3.4,Los Lagos,"https://www.google.com/maps?q=-41.413,-73.255",30–60 km,Leve
2025-03-02 06:47:4134 km al NE de Mina Los Pelambres,2025-03-02 09:47:41,-31.616,-70.329,134.0,3.4,Coquimbo,"https://www.google.com/maps?q=-31.616,-70.329",100–200 km,Leve
2025-03-02 05:26:15103 km al NE de Socaire,2025-03-02 08:26:15,-23.207,-66.976,240.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.207,-66.976",200–500 km,Leve
2025-03-02 05:25:3940 km al O de La Serena,2025-03-02 08:25:39,-29.819,-71.656,45.0,3.3,Coquimbo,"https://www.google.com/maps?q=-29.819,-71.656",30–60 km,Leve
2025-03-02 03:41:2033 km al NE de Calama,2025-03-02 06:41:20,-22.345,-68.634,116.0,3.2,Antofagasta,"https://www.google.com/maps?q=-22.345,-68.634",100–200 km,Leve
2025-03-02 02:59:0626 km al E de Calama,2025-03-02 05:59:06,-22.391,-68.689,117.0,4.1,Antofagasta,"https://www.google.com/maps?q=-22.391,-68.689",100–200 km,Moderado
2025-03-01 22:38:4864 km al S de Socaire,2025-03-02 01:38:48,-24.145,-68.063,144.0,3.4,Antofagasta,"https://www.google.com/maps?q=-24.145,-68.063",100–200 km,Leve
2025-03-01 20:52:4970 km al NE de Mina Los Pelambres,2025-03-01 23:52:49,-31.296,-70.192,118.0,3.1,Coquimbo,"https://www.google.com/maps?q=-31.296,-70.192",100–200 km,Leve
2025-03-01 19:20:0525 km al NE de Pica,2025-03-01 22:20:05,-20.389,-69.119,89.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.389,-69.119",60–100 km,Leve
2025-03-01 19:03:4035 km al O de La Serena,2025-03-01 22:03:40,-29.829,-71.606,33.0,2.6,Coquimbo,"https://www.google.com/maps?q=-29.829,-71.606",30–60 km,Leve
2025-03-01 18:59:5658 km al N de Tocopilla,2025-03-01 21:59:56,-21.573,-70.241,66.0,2.9,Antofagasta,"https://www.google.com/maps?q=-21.573,-70.241",60–100 km,Leve
2025-03-01 18:05:4321 km al E de VichuquÃ©n,2025-03-01 21:05:43,-34.803,-71.783,43.0,3.6,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.803,-71.783",30–60 km,Moderado
2025-03-01 16:04:18107 km al E de Paihuano,2025-03-01 19:04:18,-29.835,-69.426,114.0,2.7,Coquimbo,"https://www.google.com/maps?q=-29.835,-69.426",100–200 km,Leve
2025-03-01 15:58:2030 km al NO de Mina Collahuasi,2025-03-01 18:58:20,-20.647,-68.875,103.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.647,-68.875",100–200 km,Leve
2025-03-01 14:51:35132 km al NO de Pichilemu,2025-03-01 17:51:35,-33.849,-73.287,28.0,2.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.849,-73.287",10–30 km,Leve
2025-03-01 14:44:3049 km al S de Pica,2025-03-01 17:44:30,-20.926,-69.246,104.0,2.7,Tarapacá,"https://www.google.com/maps?q=-20.926,-69.246",100–200 km,Leve
2025-03-01 14:20:31115 km al NO de Carrizal Bajo,2025-03-01 17:20:31,-27.545,-72.153,28.0,2.9,Atacama,"https://www.google.com/maps?q=-27.545,-72.153",10–30 km,Leve
2025-03-01 14:07:4458 km al SE de Socaire,2025-03-01 17:07:44,-23.971,-67.507,241.0,2.8,Antofagasta,"https://www.google.com/maps?q=-23.971,-67.507",200–500 km,Leve
2025-03-01 12:50:0352 km al SO de OllagÃ¼e,2025-03-01 15:50:03,-21.585,-68.581,122.0,2.9,Antofagasta,"https://www.google.com/maps?q=-21.585,-68.581",100–200 km,Leve
2025-03-01 12:40:5919 km al O de Quintero,2025-03-01 15:40:59,-32.723,-71.719,18.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.723,-71.719",10–30 km,Leve
2025-03-01 10:31:4621 km al O de Los Vilos,2025-03-01 13:31:46,-31.991,-71.708,31.0,2.7,Coquimbo,"https://www.google.com/maps?q=-31.991,-71.708",30–60 km,Leve
2025-03-01 08:48:0042 km al SE de Antofagasta,2025-03-01 11:48:00,-23.937,-70.128,50.0,2.5,Antofagasta,"https://www.google.com/maps?q=-23.937,-70.128",30–60 km,Leve
2025-03-01 06:22:1519 km al NE de Casablanca,2025-03-01 09:22:15,-33.215,-71.251,66.0,4.1,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.215,-71.251",60–100 km,Moderado
2025-03-01 04:15:5574 km al SO de OllagÃ¼e,2025-03-01 07:15:55,-21.84,-68.528,130.0,4.3,Antofagasta,"https://www.google.com/maps?q=-21.84,-68.528",100–200 km,Moderado
2025-03-01 01:29:3927 km al SO de Pica,2025-03-01 04:29:39,-20.664,-69.512,102.0,3.1,Tarapacá,"https://www.google.com/maps?q=-20.664,-69.512",100–200 km,Leve
2025-03-01 00:42:5679 km al SE de Socaire,2025-03-01 03:42:56,-24.152,-67.412,217.0,3.6,Antofagasta,"https://www.google.com/maps?q=-24.152,-67.412",200–500 km,Moderado
2025-03-01 00:07:1484 km al SE de Socaire,2025-03-01 03:07:14,-23.956,-67.165,215.0,3.1,Antofagasta,"https://www.google.com/maps?q=-23.956,-67.165",200–500 km,Leve
2025-02-28 23:06:0930 km al SO de Pichidangui,2025-03-01 02:06:09,-32.257,-71.809,30.0,3.4,Valparaíso,"https://www.google.com/maps?q=-32.257,-71.809",10–30 km,Leve
2025-02-28 22:53:0446 km al N de Diego de Almagro,2025-03-01 01:53:04,-25.978,-70.02,82.0,2.5,Atacama,"https://www.google.com/maps?q=-25.978,-70.02",60–100 km,Leve
2025-02-28 22:11:4872 km al S de Socaire,2025-03-01 01:11:48,-24.199,-67.646,225.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.199,-67.646",200–500 km,Leve
2025-02-28 21:45:4444 km al N de Punta de Choros,2025-03-01 00:45:44,-28.851,-71.48,36.0,2.7,Atacama,"https://www.google.com/maps?q=-28.851,-71.48",30–60 km,Leve
2025-02-28 21:42:3919 km al SO de Socaire,2025-03-01 00:42:39,-23.689,-68.044,188.0,3.0,Antofagasta,"https://www.google.com/maps?q=-23.689,-68.044",100–200 km,Leve
2025-02-28 21:23:24104 km al S de Mina La Escondida,2025-03-01 00:23:24,-25.204,-69.034,108.0,2.6,Antofagasta,"https://www.google.com/maps?q=-25.204,-69.034",100–200 km,Leve
2025-02-28 20:50:1983 km al SE de Socaire,2025-02-28 23:50:19,-24.214,-67.438,204.0,3.5,Antofagasta,"https://www.google.com/maps?q=-24.214,-67.438",200–500 km,Leve
2025-02-28 19:22:5133 km al SE de Pisagua,2025-02-28 22:22:51,-19.751,-69.939,40.0,2.6,Tarapacá,"https://www.google.com/maps?q=-19.751,-69.939",30–60 km,Leve
2025-02-28 15:45:4278 km al NE de San Pedro de Atacama,2025-02-28 18:45:42,-22.37,-67.722,208.0,2.9,Antofagasta,"https://www.google.com/maps?q=-22.37,-67.722",200–500 km,Leve
2025-02-28 14:46:1647 km al SO de Mina Collahuasi,2025-02-28 17:46:16,-21.199,-68.876,118.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.199,-68.876",100–200 km,Leve
2025-02-28 14:37:5260 km al SE de Socaire,2025-02-28 17:37:52,-24.087,-67.659,245.0,4.1,Antofagasta,"https://www.google.com/maps?q=-24.087,-67.659",200–500 km,Moderado
2025-02-28 11:12:2933 km al NE de Calama,2025-02-28 14:12:29,-22.241,-68.723,121.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.241,-68.723",100–200 km,Leve
2025-02-28 11:04:4059 km al SE de Paihuano,2025-02-28 14:04:40,-30.311,-69.997,131.0,3.6,Coquimbo,"https://www.google.com/maps?q=-30.311,-69.997",100–200 km,Moderado
2025-02-28 09:15:2654 km al E de Quillagua,2025-02-28 12:15:26,-21.669,-69.016,86.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.669,-69.016",60–100 km,Leve
2025-02-28 08:24:1141 km al SO de OllagÃ¼e,2025-02-28 11:24:11,-21.515,-68.5,147.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.515,-68.5",100–200 km,Leve
2025-02-28 07:53:4251 km al NE de Pozo Almonte,2025-02-28 10:53:42,-19.831,-69.609,56.0,2.5,Tarapacá,"https://www.google.com/maps?q=-19.831,-69.609",30–60 km,Leve
2025-02-28 07:51:4365 km al SE de Socaire,2025-02-28 10:51:43,-24.134,-67.646,259.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.134,-67.646",200–500 km,Leve
2025-02-28 07:39:0039 km al SE de Taltal,2025-02-28 10:39:00,-25.694,-70.265,47.0,3.0,Atacama,"https://www.google.com/maps?q=-25.694,-70.265",30–60 km,Leve
2025-02-28 07:35:4575 km al E de Socaire,2025-02-28 10:35:45,-23.816,-67.195,260.0,3.6,Antofagasta,"https://www.google.com/maps?q=-23.816,-67.195",200–500 km,Moderado
2025-02-28 07:15:1359 km al O de OllagÃ¼e,2025-02-28 10:15:13,-21.372,-68.801,123.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.372,-68.801",100–200 km,Leve
2025-02-28 05:58:4228 km al NO de Calama,2025-02-28 08:58:42,-22.237,-69.028,93.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.237,-69.028",60–100 km,Leve
2025-02-28 05:22:3726 km al E de Calama,2025-02-28 08:22:37,-22.539,-68.687,111.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.539,-68.687",100–200 km,Leve
2025-02-28 04:50:4857 km al SE de Socaire,2025-02-28 07:50:48,-24.036,-67.623,230.0,2.9,Antofagasta,"https://www.google.com/maps?q=-24.036,-67.623",200–500 km,Leve
2025-02-28 02:31:298 km al NE de Caleta El Cobre,2025-02-28 05:31:29,-24.199,-70.477,35.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.199,-70.477",30–60 km,Leve
2025-02-28 02:02:1023 km al S de Canela Baja,2025-02-28 05:02:10,-31.604,-71.447,38.0,2.9,Coquimbo,"https://www.google.com/maps?q=-31.604,-71.447",30–60 km,Leve
2025-02-28 01:55:3540 km al SO de Putre,2025-02-28 04:55:35,-18.481,-69.791,92.0,3.5,Arica y Parinacota,"https://www.google.com/maps?q=-18.481,-69.791",60–100 km,Leve
2025-02-28 01:17:0664 km al NE de San Pedro de Atacama,2025-02-28 04:17:06,-22.42,-67.9,192.0,2.9,Antofagasta,"https://www.google.com/maps?q=-22.42,-67.9",100–200 km,Leve
2025-02-27 23:54:2913 km al SO de ValparaÃ­so,2025-02-28 02:54:29,-33.1,-71.735,38.0,2.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.1,-71.735",30–60 km,Leve
2025-02-27 23:23:1061 km al S de Patache,2025-02-28 02:23:10,-21.359,-70.261,35.0,3.7,Antofagasta,"https://www.google.com/maps?q=-21.359,-70.261",30–60 km,Moderado
2025-02-27 23:09:3849 km al S de Mina Collahuasi,2025-02-28 02:09:38,-21.255,-68.753,124.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.255,-68.753",100–200 km,Leve
2025-02-27 19:29:1385 km al E de Monte Patria,2025-02-27 22:29:13,-30.966,-70.123,127.0,3.4,Coquimbo,"https://www.google.com/maps?q=-30.966,-70.123",100–200 km,Leve
2025-02-27 18:33:4416 km al E de La Ligua,2025-02-27 21:33:44,-32.467,-71.062,68.0,2.6,Valparaíso,"https://www.google.com/maps?q=-32.467,-71.062",60–100 km,Leve
2025-02-27 17:27:0047 km al E de Pica,2025-02-27 20:27:00,-20.327,-68.912,106.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.327,-68.912",100–200 km,Leve
2025-02-27 16:03:22145 km al O de ToltÃ©n,2025-02-27 19:03:22,-39.266,-74.848,27.0,3.4,La Araucanía,"https://www.google.com/maps?q=-39.266,-74.848",10–30 km,Leve
2025-02-27 14:44:0243 km al O de Mina Collahuasi,2025-02-27 17:44:02,-20.804,-69.069,104.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.804,-69.069",100–200 km,Leve
2025-02-27 14:21:3226 km al SE de Calama,2025-02-27 17:21:32,-22.576,-68.703,140.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.576,-68.703",100–200 km,Leve
2025-02-27 13:32:3836 km al NO de Quillagua,2025-02-27 16:32:38,-21.438,-69.787,43.0,2.6,Antofagasta,"https://www.google.com/maps?q=-21.438,-69.787",30–60 km,Leve
2025-02-27 12:59:0361 km al SO de San Pedro de Atacama,2025-02-27 15:59:03,-23.154,-68.737,111.0,4.0,Antofagasta,"https://www.google.com/maps?q=-23.154,-68.737",100–200 km,Moderado
2025-02-27 12:53:0360 km al E de Quillagua,2025-02-27 15:53:03,-21.71,-68.96,96.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.71,-68.96",60–100 km,Leve
2025-02-27 11:48:4097 km al NE de Alto del Carmen,2025-02-27 14:48:40,-28.172,-69.75,110.0,2.8,Atacama,"https://www.google.com/maps?q=-28.172,-69.75",100–200 km,Leve
2025-02-27 11:26:3994 km al NE de San Pedro de Atacama,2025-02-27 14:26:39,-22.231,-67.671,221.0,3.0,Antofagasta,"https://www.google.com/maps?q=-22.231,-67.671",200–500 km,Leve
2025-02-27 11:17:5858 km al NE de Los Andes,2025-02-27 14:17:58,-32.475,-70.147,106.0,2.9,Valparaíso,"https://www.google.com/maps?q=-32.475,-70.147",100–200 km,Leve
2025-02-27 10:20:5825 km al SO de Huasco,2025-02-27 13:20:58,-28.672,-71.321,34.0,3.0,Atacama,"https://www.google.com/maps?q=-28.672,-71.321",30–60 km,Leve
2025-02-27 10:05:2674 km al S de Mina La Escondida,2025-02-27 13:05:26,-24.926,-68.926,102.0,2.6,Antofagasta,"https://www.google.com/maps?q=-24.926,-68.926",100–200 km,Leve
2025-02-27 09:22:27156 km al O de Valdivia,2025-02-27 12:22:27,-39.392,-74.981,23.0,3.7,La Araucanía,"https://www.google.com/maps?q=-39.392,-74.981",10–30 km,Moderado
2025-02-27 05:44:1970 km al NE de Calama,2025-02-27 08:44:19,-21.887,-68.669,109.0,3.5,Antofagasta,"https://www.google.com/maps?q=-21.887,-68.669",100–200 km,Leve
